Address,Title,Price,Area,Land Area,Rooms,Price per m²,Link
"Bielany, Wólka Węglowa, Estrady",dom na sprzedaż 540m2,1 800 000 zł,"540 
m
2","0,1260 
ha",17,"3 333 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bielany-estrady-540m2/152834483
Wesoła,dom na sprzedaż 170m2,2 040 000 zł,"170 
m
2","0,0860 
ha",6,"12 000 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wesola-170m2/152885922
"Targówek, Targówek",dom na sprzedaż 385m2,2 000 000 zł,"385 
m
2","0,0441 
ha",9,"5 195 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-targowek-385m2/152220291
"Targówek, Elsnerów",dom na sprzedaż 50m2,1 870 000 zł,"50 
m
2","0,1552 
ha",1,"37 400 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-targowek-50m2/152220290
"Ursynów, Migdałowa",dom na sprzedaż 240m2,3 100 000 zł,"240 
m
2","0,0177 
ha",5,"12 917 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-migdalowa-240m2/153365469
"Ursynów Pyry, Białozora",dom na sprzedaż 285m2,2 700 000 zł,"285 
m
2","0,0973 
ha",6,"9 474 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-pyry-bialozora-285m2/153217640
Wilanów,dom na sprzedaż 355m2,5 000 000 zł,"355 
m
2","0,0909 
ha",8,"14 085 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-355m2/149287901
"Białołęka, Brzeziny, Ostródzka",dom na sprzedaż 283m2,2 200 000 zł,"283 
m
2","0,0876 
ha",6,"7 774 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-ostrodzka-283m2/154295511
"Mokotów, Sadyba",dom na sprzedaż 360m2,4 200 000 zł,"360 
m
2","0,0360 
ha",10,"11 667 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-360m2/151414180
Targówek Zacisze,dom na sprzedaż 262m2,1 800 000 zł,"262 
m
2","0,0535 
ha",11,"6 870 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-targowek-zacisze-262m2/153290467
Wilanów,dom na sprzedaż 485m2,4 900 000 zł,"485 
m
2","0,1530 
ha",6,"10 103 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-485m2/151410693
Wesoła,dom na sprzedaż 600m2,4 000 000 zł,"600 
m
2","0,2008 
ha",7,"6 667 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wesola-600m2/150121450
Wawer,dom na sprzedaż 174m2,1 550 000 zł,"174 
m
2","0,0360 
ha",5,"8 908 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-174m2/150917699
"Białołęka, Buchnik",dom na sprzedaż 300m2,1 900 000 zł,"300 
m
2","0,1500 
ha",4,"6 333 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-300m2/150386752
Wilanów,dom na sprzedaż 353m2,3 200 000 zł,"352,80 
m
2","0,0539 
ha",7,"9 070 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-353m2/150659796
"Wawer, Żwanowiecka",dom na sprzedaż 860m2,12 900 000 zł,"860 
m
2","0,5600 
ha",6,"15 000 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-zwanowiecka-860m2/152295006
"Wilanów, Łowcza",dom na sprzedaż 402m2,4 600 000 zł,"402 
m
2","0,0337 
ha",7,"11 443 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-lowcza-402m2/155481462
Wilanów,dom na sprzedaż 320m2,3 290 000 zł,"320 
m
2","0,0600 
ha",6,"10 281 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-320m2/155743342
"Wawer, Cylichowska",dom na sprzedaż 155m2,1 350 000 zł,"155,37 
m
2","0,0120 
ha",5,"8 689 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-cylichowska-155m2/155743091
Białołęka,dom na sprzedaż 189m2,1 199 000 zł,"188,99 
m
2","0,0445 
ha",6,"6 344 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-189m2/155742949
"Wilanów, Syta",dom na sprzedaż 313m2,2 900 000 zł,"312,90 
m
2","0,0743 
ha",7,"9 268 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-syta-313m2/155742748
"Mokotów, Aleja Wilanowska",dom na sprzedaż 297m2,6 000 000 zł,"297 
m
2","0,0495 
ha",5,"20 202 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-aleja-wilanowska-297m2/155641319
Wilanów Powsin,dom na sprzedaż 270m2,2 950 000 zł,"270 
m
2","0,0620 
ha",6,"10 926 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-powsin-270m2/154812942
Wilanów Niski,dom na sprzedaż 1070m2,19 260 000 zł,"1070 
m
2","0,1320 
ha",10,"18 000 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-niski-1070m2/154700828
Ursynów Pyry,dom na sprzedaż 391m2,1 999 000 zł,"391 
m
2","0,0811 
ha",6,"5 113 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-pyry-391m2/155714186
Wilanów Zawady,dom na sprzedaż 200m2,2 450 000 zł,"200 
m
2","0,0750 
ha",6,"12 250 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-zawady-200m2/154208439
"Wawer, Jeziorowa",dom na sprzedaż 197m2,2 460 000 zł,"197 
m
2","0,0408 
ha",4,"12 487 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-jeziorowa-197m2/155741708
"Wawer, Las, wał miedzeszyński",dom na sprzedaż 135m2,1 599 000 zł,"135 
m
2","0,0100 
ha",5,"11 844 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-wal-miedzeszynski-135m2/155741706
"Wilanów, Wilanów, Piechoty Łanowej",dom na sprzedaż 260m2,4 600 000 zł,"260 
m
2","0,0832 
ha",6,"17 692 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-wilanow-piechoty-lanowej-260m2/155741531
"Wilanów, Wilanów, Wilanów",dom na sprzedaż 1100m2,20 000 000 zł,"1100 
m
2","0,1330 
ha",10,"18 182 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-wilanow-wilanow-1100m2/155741527
"Targówek, Wojskowa",dom na sprzedaż 320m2,1 950 000 zł,"320 
m
2","0,0251 
ha",7,"6 094 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-targowek-wojskowa-320m2/155741224
"Wawer Falenica, Sztumska",dom na sprzedaż 283m2,1 750 000 zł,"283 
m
2","0,0431 
ha",4,"6 184 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-falenica-sztumska-283m2/155741214
Praga-Południe,dom na sprzedaż 285m2,3 400 000 zł,"285 
m
2","0,0961 
ha",5,"11 930 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-praga-poludnie-285m2/155741170
"Wawer, Miedzeszyn, Trakt Lubelski",dom na sprzedaż 135m2,1 199 000 zł,"135 
m
2","0,0245 
ha",5,"8 881 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-trakt-lubelski-135m2/155741048
Wilanów,dom na sprzedaż 324m2,4 990 000 zł,"324,32 
m
2","0,0600 
ha",7,"15 386 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-324m2/155740949
Wilanów,dom na sprzedaż 257m2,4 250 000 zł,"257,45 
m
2","0,0426 
ha",6,"16 508 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-257m2/155740946
"Wilanów, Dyniowa",dom na sprzedaż 324m2,5 300 000 zł,"324,32 
m
2","0,0600 
ha",7,"16 342 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-dyniowa-324m2/155740945
Wilanów,dom na sprzedaż 343m2,5 400 000 zł,"342,97 
m
2","0,0616 
ha",7,"15 745 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-343m2/155740944
"Białołęka, Mochtyńska",dom na sprzedaż 175m2,2 045 000 zł,"175 
m
2","0,1070 
ha",4,"11 686 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-mochtynska-175m2/155740418
Wawer,dom na sprzedaż 199m2,1 550 000 zł,"199 
m
2","0,0600 
ha",6,"7 789 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-199m2/155740308
Ursynów,dom na sprzedaż 290m2,2 290 000 zł,"290 
m
2","0,0873 
ha",8,"7 897 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-290m2/155739807
Wawer,dom na sprzedaż 150m2,1 250 000 zł,"150 
m
2","0,0260 
ha",4,"8 333 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-150m2/155739330
"Ursynów Dąbrówka, Kuropatwy",dom na sprzedaż 200m2,2 290 000 zł,"200 
m
2","0,0315 
ha",6,"11 450 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-dabrowka-kuropatwy-200m2/155739258
dom Warszawa,dom na sprzedaż 200m2,2 677 500 zł,"200 
m
2","0,4000 
ha",4,"13 388 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-200m2/155739167
Bemowo,dom na sprzedaż 392m2,2 398 000 zł,"392 
m
2","0,0730 
ha",17,"6 117 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bemowo-392m2/155738438
"Mokotów Służew, Wróbla",dom na sprzedaż 348m2,3 900 000 zł,"348 
m
2","0,0572 
ha",10,"11 207 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-sluzew-wrobla-348m2/155738360
"Wilanów Powsin, Łęgowa",dom na sprzedaż 284m2,2 869 000 zł,"284,18 
m
2","0,1470 
ha",6,"10 096 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-powsin-legowa-284m2/155738318
"Wilanów Powsin, Łęgowa",dom na sprzedaż 284m2,2 870 000 zł,"284,18 
m
2","0,1470 
ha",6,"10 099 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-powsin-legowa-284m2/155738317
"Wilanów Powsin, Waniliowa",dom na sprzedaż 255m2,3 699 000 zł,"255 
m
2","0,0450 
ha",5,"14 506 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-powsin-waniliowa-255m2/155737859
"Wawer, Las, wał miedzeszyński",dom na sprzedaż 135m2,1 499 000 zł,"135 
m
2","0,0050 
ha",5,"11 104 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-wal-miedzeszynski-135m2/155633891
Ursus,dom na sprzedaż 495m2,2 995 000 zł,"495 
m
2","0,0737 
ha",10,"6 051 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursus-495m2/155737751
Wilanów,dom na sprzedaż 250m2,Zapytaj o cenę,"250 
m
2","0,0883 
ha",5,"0 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-250m2/155737734
"Wawer, Międzylesie",dom na sprzedaż 435m2,3 500 000 zł,"435 
m
2","0,0520 
ha",9,"8 046 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-435m2/155737732
Wilanów,dom na sprzedaż 216m2,4 400 000 zł,"216 
m
2","0,1004 
ha",5,"20 370 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-216m2/155737727
"Wawer Nadwiśle, Strzygłowska",dom na sprzedaż 152m2,2 279 000 zł,"152,15 
m
2","0,0406 
ha",4,"14 979 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-nadwisle-strzyglowska-152m2/155724927
"Mokotów, Zdrojowa",dom na sprzedaż 160m2,2 200 000 zł,"160 
m
2","0,0277 
ha",5,"13 750 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-zdrojowa-160m2/155737675
Włochy,dom na sprzedaż 340m2,4 600 000 zł,"340 
m
2","0,0929 
ha",10,"13 529 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wlochy-340m2/155736941
"Ochota Szczęśliwice, Złotego Smoka",dom na sprzedaż 273m2,3 500 000 zł,"273,20 
m
2","0,0172 
ha",5,"12 811 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ochota-szczesliwice-zlotego-smoka-273m2/155736485
"Targówek, Karkonoszy",dom na sprzedaż 156m2,2 179 000 zł,"155,70 
m
2","0,0406 
ha",5,"13 995 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-targowek-karkonoszy-156m2/155735995
"Wesoła Stara Miłosna, Brylantowa",dom na sprzedaż 288m2,1 399 000 zł,"288 
m
2","0,0183 
ha",5,"4 858 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wesola-stara-milosna-brylantowa-288m2/155395202
Wola Ulrychów,dom na sprzedaż 330m2,3 950 000 zł,"330 
m
2","0,0664 
ha",7,"11 970 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wola-ulrychow-330m2/155734766
"Wawer, Włodzicka",dom na sprzedaż 226m2,2 300 000 zł,"226 
m
2","0,1254 
ha",5,"10 177 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-wlodzicka-226m2/155734634
"Białołęka Nowodwory, Kalenicka",dom na sprzedaż 147m2,1 199 000 zł,"147 
m
2","0,0100 
ha",4,"8 156 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-nowodwory-kalenicka-147m2/155734509
Wesoła,dom na sprzedaż 261m2,1 998 000 zł,"261 
m
2","0,0188 
ha",6,"7 655 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wesola-261m2/155734438
"Wawer, Wał Miedzeszyński",dom na sprzedaż 108m2,1 328 580 zł,"107,62 
m
2","0,0180 
ha",4,"12 345 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-wal-miedzeszynski-108m2/155681423
Białołęka Choszczówka,dom na sprzedaż 140m2,1 650 000 zł,"140 
m
2","0,0624 
ha",6,"11 786 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-choszczowka-140m2/155734086
"Bielany, NOWA INWESTYCJA",dom na sprzedaż 124m2,899 000 zł,"124,48 
m
2","0,0400 
ha",4,"7 222 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bielany-nowa-inwestycja-124m2/155733471
Bielany Młociny,dom na sprzedaż 700m2,7 000 000 zł,"700 
m
2","0,0628 
ha",5,"10 000 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bielany-mlociny-700m2/155691778
"Wawer, Jeziorowa",dom na sprzedaż 197m2,2 460 000 zł,"197 
m
2","0,0408 
ha",6,"12 487 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-jeziorowa-197m2/155733033
Wawer,dom na sprzedaż 160m2,1 495 000 zł,"160 
m
2","0,0284 
ha",6,"9 344 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-160m2/155732721
"Mokotów Sadyba, Rymanowska",dom na sprzedaż 180m2,4 200 000 zł,"180 
m
2","0,0726 
ha",8,"23 333 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-sadyba-rymanowska-180m2/155732512
"Rembertów, Stary Rembertów",dom na sprzedaż 101m2,1 460 000 zł,"101,36 
m
2","0,0060 
ha",4,"14 404 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-rembertow-101m2/155732475
Praga-Południe,dom na sprzedaż 486m2,2 915 000 zł,"486 
m
2","0,0560 
ha",8,"5 998 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-praga-poludnie-486m2/155732062
Białołęka,dom na sprzedaż 241m2,1 499 000 zł,"241,17 
m
2","0,0500 
ha",6,"6 216 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-241m2/155731816
Targówek,dom na sprzedaż 416m2,3 499 000 zł,"416 
m
2","0,0375 
ha",5,"8 411 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-targowek-416m2/155731799
Ochota,dom na sprzedaż 202m2,2 550 000 zł,"202,30 
m
2","0,0242 
ha",3,"12 605 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ochota-202m2/155731784
"Wawer, Miedzeszyn, Przewodowa",dom na sprzedaż 200m2,1 950 000 zł,"200 
m
2","0,0800 
ha",6,"9 750 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-przewodowa-200m2/155731756
Szulczyka,dom na sprzedaż 201m2,2 290 000 zł,"201 
m
2","0,0500 
ha",5,"11 393 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-szulczyka-201m2/155731550
"Wawer, Marysin Wawerski",dom na sprzedaż 163m2,1 650 000 zł,"163 
m
2","0,0225 
ha",6,"10 123 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-163m2/155731357
Wawer,dom na sprzedaż 485m2,6 900 000 zł,"485 
m
2","0,2000 
ha",0,"14 227 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-485m2/155639422
"Mokotów, Spiralna",dom na sprzedaż 226m2,2 450 000 zł,"226 
m
2","0,0795 
ha",8,"10 841 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-spiralna-226m2/155731091
Wilanów,dom na sprzedaż 270m2,3 250 000 zł,"270 
m
2","0,1050 
ha",6,"12 037 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-270m2/155730981
"Wilanów, Zawady",dom na sprzedaż 227m2,2 650 000 zł,"227 
m
2","0,0600 
ha",5,"11 674 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-227m2/155402394
Wilanów,dom na sprzedaż 150m2,1 549 000 zł,"149,95 
m
2","0,0538 
ha",5,"10 330 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-150m2/155730274
Wilanów Powsin,dom na sprzedaż 183m2,2 950 000 zł,"183 
m
2","0,0862 
ha",4,"16 120 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-powsin-183m2/155730019
Ursynów,dom na sprzedaż 354m2,4 500 000 zł,"354 
m
2","0,1497 
ha",10,"12 712 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-354m2/155729546
Wilanów,dom na sprzedaż 410m2,7 500 000 zł,"410 
m
2","0,0350 
ha",7,"18 293 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-410m2/155729257
Białołęka,dom na sprzedaż 85m2,1 620 000 zł,"85,29 
m
2","0,0045 
ha",4,"18 994 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-85m2/155729145
Bombardierów,dom na sprzedaż 240m2,1 999 000 zł,"240 
m
2","0,1343 
ha",6,"8 329 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bombardierow-240m2/155556849
"Praga-Południe, Kutnowska",dom na sprzedaż 120m2,1 800 000 zł,"120 
m
2","0,0310 
ha",4,"15 000 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-praga-poludnie-kutnowska-120m2/155728017
"Mokotów Sadyba, Kołobrzeska",dom na sprzedaż 206m2,3 000 000 zł,"206 
m
2","0,0384 
ha",5,"14 563 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-sadyba-kolobrzeska-206m2/155727984
dom Warszawa,dom na sprzedaż 297m2,3 950 000 zł,"297 
m
2","0,2682 
ha",6,"13 300 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-297m2/155644162
Rembertów,dom na sprzedaż 144m2,1 410 000 zł,"144 
m
2","0,0325 
ha",4,"9 792 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-rembertow-144m2/155556102
dom Warszawa,dom na sprzedaż 149m2,1 277 000 zł,"149 
m
2","0,0180 
ha",4,"8 570 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-149m2/155556101
Białołęka,dom na sprzedaż 167m2,1 580 000 zł,"166,80 
m
2","0,0239 
ha",5,"9 472 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-167m2/155727576
"Włochy, Nowe Włochy, Dymna",dom na sprzedaż 212m2,2 190 000 zł,"212 
m
2","0,0481 
ha",9,"10 330 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wlochy-dymna-212m2/155726916
Ursynów,dom na sprzedaż 457m2,3 190 000 zł,"457 
m
2","0,0708 
ha",18,"6 980 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-457m2/155726424
"Wawer, Anin",dom na sprzedaż 590m2,3 499 000 zł,"590 
m
2","0,1524 
ha",9,"5 931 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-590m2/155726199
"Białołęka, Chudoby",dom na sprzedaż 180m2,1 490 000 zł,"180 
m
2","0,0450 
ha",6,"8 278 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-chudoby-180m2/155726211
"Wawer, Wawer",dom na sprzedaż 220m2,1 990 000 zł,"220 
m
2","0,0745 
ha",7,"9 045 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-220m2/155725439
"Wesoła, Zapiecek",dom na sprzedaż 183m2,1 299 500 zł,"182,69 
m
2","0,0040 
ha",5,"7 113 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wesola-zapiecek-183m2/155340900
Wilanów,dom na sprzedaż 141m2,1 750 000 zł,"140,80 
m
2","0,0265 
ha",5,"12 429 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-141m2/155725063
Wilanów,dom na sprzedaż 150m2,1 850 000 zł,"150 
m
2","0,0353 
ha",5,"12 333 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-150m2/155725062
Wawer Radość,dom na sprzedaż 211m2,1 950 000 zł,"211 
m
2","0,0385 
ha",6,"9 242 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-radosc-211m2/155724905
Wilanów,dom na sprzedaż 175m2,2 190 000 zł,"175 
m
2","0,0408 
ha",5,"12 514 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-175m2/155724774
Wawer,dom na sprzedaż 367m2,2 049 000 zł,"367 
m
2","0,1009 
ha",8,"5 583 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-367m2/155724339
"Bemowo, Sochaczewska",dom na sprzedaż 125m2,1 985 433 zł,"124,87 
m
2","0,0105 
ha",4,"15 900 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bemowo-sochaczewska-125m2/155724303
"Bemowo, Sochaczewska",dom na sprzedaż 120m2,1 857 675 zł,"119,85 
m
2","0,0056 
ha",4,"15 500 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bemowo-sochaczewska-120m2/155724302
"Wilanów, Prymasa Augusta Hlonda",dom na sprzedaż 188m2,4 600 000 zł,"188,06 
m
2","0,0595 
ha",5,"24 460 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-prymasa-augusta-hlonda-188m2/155724301
"Praga-Południe, Gocław, Poprawna",dom na sprzedaż 300m2,3 500 000 zł,"300 
m
2","0,0900 
ha",7,"11 667 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-praga-poludnie-poprawna-300m2/155723965
"Mokotów, Stegny, Mesyńska",dom na sprzedaż 250m2,2 999 000 zł,"250 
m
2","0,0380 
ha",5,"11 996 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-mesynska-250m2/155723964
Wawer,dom na sprzedaż 170m2,1 650 000 zł,"170 
m
2","0,0432 
ha",4,"9 706 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-170m2/155723815
Żoliborz,dom na sprzedaż 246m2,3 822 000 zł,"246 
m
2","0,0480 
ha",6,"15 537 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-zoliborz-246m2/155723471
Wawer Radość,dom na sprzedaż 211m2,1 950 000 zł,"211 
m
2","0,0385 
ha",6,"9 242 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-radosc-211m2/155723082
"Targówek, Władysława Syrokomli",dom na sprzedaż 324m2,2 500 000 zł,"324 
m
2","0,0259 
ha",15,"7 716 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-targowek-wladyslawa-syrokomli-324m2/155521190
"Wawer, Jeziorowa",dom na sprzedaż 240m2,2 400 000 zł,"240 
m
2","0,0567 
ha",8,"10 000 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-jeziorowa-240m2/154926108
"Wawer, Czarnołęcka A",dom na sprzedaż 430m2,3 300 000 zł,"430 
m
2","0,0550 
ha",9,"7 674 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-czarnolecka-a-430m2/154926106
